      0.0000000000000000E+00      0.3550280538878172E+00      0.6149266274460007E+00      0.1000000000000000E+01 ini
      0.8996467946670325E+00      0.5320051380655752E+00      0.1629456800560292E+00      0.8996467946670325E+00 rk 
      0.1728612993159431E+01      0.3757573145925302E+00     -0.3096869822435010E+00      0.8529520389689166E+00 rk 
      0.2269041370800032E+01      0.4846402587404995E-01     -0.4547192207228621E+00      0.6353406624690893E+00 rk 
      0.2783342024272267E+01     -0.2864878305493465E+00     -0.3280780565049256E+00      0.5489311847558194E+00 rk 
      0.3256976338574062E+01     -0.4191518108760072E+00     -0.1083454068250089E-01      0.4944757196697600E+00 rk 
      0.3699488525414427E+01     -0.2825266823228686E+00      0.2921474406065700E+00      0.4566497833717597E+00 rk 
      0.4117289357678616E+01      0.2346961257479177E-01      0.3951499762970663E+00      0.4282536354938665E+00 rk 
      0.4514950973689251E+01      0.2999642998115175E+00      0.2444636741390111E+00      0.4058292624835354E+00 rk 
      0.4895798544143982E+01      0.3754140433987174E+00     -0.5421767155554759E-01      0.3874800891138756E+00 rk 
      0.5283278633257858E+01      0.1952667558073556E+00     -0.3167772598586603E+00      0.3916007120056217E+00 wkb
      0.5674879345263480E+01     -0.1304883582435439E+00     -0.3414384354943486E+00      0.4252219508165114E+00 wkb
      0.6100101296079991E+01     -0.3536348463772401E+00     -0.6192313807175863E-01      0.5013190256419991E+00 wkb
      0.6601420321721990E+01     -0.1626058349222564E+00      0.3121541385051494E+00      0.6766408108171571E+00 wkb
      0.7278061132539147E+01      0.3312614764383736E+00      0.9091684831983252E-01      0.8926069716628591E+00 wkb
      0.8170668104202007E+01     -0.1999779863041938E+00     -0.2671363785982496E+00      0.1025122898667687E+01 wkb
      0.9195791002869694E+01      0.1615420164743803E+00      0.2808283939802675E+00      0.1216199087369262E+01 wkb
      0.1041199009023896E+02     -0.2914144879546059E+00     -0.1171825130484519E+00      0.1572965176856465E+01 wkb
      0.1198495526709542E+02     -0.5085682298309931E-01     -0.2989126445468785E+00      0.2180477500065685E+01 wkb
      0.1416543276716111E+02     -0.2851893388839533E+00      0.5700680507293772E-01      0.3203110020636406E+01 wkb
      0.1736854278779751E+02     -0.2601181152537888E+00      0.9340032870958321E-01      0.4851643946027840E+01 wkb
      0.2222018673382535E+02      0.2591603450477577E+00      0.1923899875754436E-01      0.8103936400557616E+01 wkb
      0.3032412313438297E+02     -0.2008497497154799E+00      0.1321593620216463E+00      0.1524498250205547E+02 wkb
      0.4556910563643843E+02     -0.2163626195095620E+00      0.1860419534082757E-01      0.3345517708691497E+02 wkb
      0.7902428272335340E+02     -0.1607101719537832E+00     -0.9990394434823351E-01      0.9119552984035221E+02 wkb
      0.1702198125637056E+03     -0.1557498300977555E+00      0.1192565111342996E-01      0.3383552457689077E+03 wkb
      0.5085750583326133E+03      0.3190802706912333E-01      0.1144337976285991E+00      0.1962717093468251E+04 wkb
      0.2471292151800864E+04      0.7996848810924511E-01      0.2970046357384043E-02      0.2182196577941675E+05 wkb
      0.2429325793121762E+05     -0.3330351603489520E-01     -0.3054687632211590E-01      0.6254357429276157E+06 wkb
      0.6497290008588333E+06      0.5693053561157404E-02      0.1903798058043520E-01      0.7061886059391014E+08 wkb
      0.7126858959476897E+08      0.6076677942355642E-02      0.8849390260646473E-03      0.5727987196631198E+11 wkb
      0.5735114055590675E+11      0.1060903063032167E-02      0.4513791108988060E-03      0.1145597439326240E+12 wkb
