3.682100e-04  1.201888e+02  1.216893e+02
4.294000e-04  1.195669e+02  1.209165e+02
5.029290e-04  1.189291e+02  1.202693e+02
5.916710e-04  1.182750e+02  1.194467e+02
6.992500e-04  1.176045e+02  1.186214e+02
8.302640e-04  1.169171e+02  1.177889e+02
9.905700e-04  1.162125e+02  1.169657e+02
1.187660e-03  1.154905e+02  1.161415e+02
1.431190e-03  1.147507e+02  1.152660e+02
1.733610e-03  1.139928e+02  1.143956e+02
2.111150e-03  1.132165e+02  1.134965e+02
2.584960e-03  1.124214e+02  1.125793e+02
3.182870e-03  1.116072e+02  1.116461e+02
3.941650e-03  1.107737e+02  1.106949e+02
4.910110e-03  1.099204e+02  1.097272e+02
6.153520e-03  1.090472e+02  1.087414e+02
7.759640e-03  1.081536e+02  1.077373e+02
9.847170e-03  1.072394e+02  1.067151e+02
1.257770e-02  1.063043e+02  1.056755e+02
1.617260e-02  1.053481e+02  1.046183e+02
2.093720e-02  1.043703e+02  1.035433e+02
2.729520e-02  1.033709e+02  1.024508e+02
3.583930e-02  1.023495e+02  1.013408e+02
4.740360e-02  1.013059e+02  1.002135e+02
6.317050e-02  1.002399e+02  9.906910e+01
8.482960e-02  9.915130e+01  9.790771e+01
1.148120e-01  9.803985e+01  9.672958e+01
1.566420e-01  9.690541e+01  9.553499e+01
2.154740e-01  9.574783e+01  9.432417e+01
2.989000e-01  9.456698e+01  9.309745e+01
4.181970e-01  9.336276e+01  9.185516e+01
5.902570e-01  9.213508e+01  9.059770e+01
8.406040e-01  9.088389e+01  8.932544e+01
1.208130e+00  8.960917e+01  8.803883e+01
1.752630e+00  8.831092e+01  8.673836e+01
2.566890e+00  8.698918e+01  8.542451e+01
3.796190e+00  8.564404e+01  8.409785e+01
5.670180e+00  8.427559e+01  8.275894e+01
8.555400e+00  8.288401e+01  8.140839e+01
1.304250e+01  8.146949e+01  8.004687e+01
2.009310e+01  8.003227e+01  7.867503e+01
3.128810e+01  7.857263e+01  7.729362e+01
4.925400e+01  7.709093e+01  7.590338e+01
7.840030e+01  7.558756e+01  7.450512e+01
1.262090e+02  7.406297e+01  7.309963e+01
2.055120e+02  7.251766e+01  7.168781e+01
3.385650e+02  7.095221e+01  7.027051e+01
5.643920e+02  6.936726e+01  6.884867e+01
9.521990e+02  6.776352e+01  6.742325e+01
1.626140e+03  6.614174e+01  6.599522e+01
2.811510e+03  6.450279e+01  6.456560e+01
4.922010e+03  6.284757e+01  6.313542e+01
8.726320e+03  6.117711e+01  6.170574e+01
1.566980e+04  5.949247e+01  6.027764e+01
2.850350e+04  5.779482e+01  nan
5.252730e+04  5.608542e+01  nan
9.807750e+04  5.436561e+01  nan
1.855630e+05  5.263681e+01  nan
3.557840e+05  5.090054e+01  nan
6.913170e+05  4.915843e+01  nan
1.361390e+06  4.741219e+01  nan
2.717170e+06  4.566361e+01  nan
5.496340e+06  4.391460e+01  nan
1.126800e+07  4.216715e+01  nan
2.341060e+07  4.042336e+01  nan
4.928760e+07  3.868540e+01  nan
1.051420e+08  3.695555e+01  nan
2.272290e+08  3.523618e+01  nan
4.974240e+08  3.352971e+01  nan
1.102730e+09  3.183869e+01  nan
2.475000e+09  3.016572e+01  nan
5.622320e+09  2.851345e+01  nan
1.292220e+10  2.688461e+01  nan
3.003690e+10  2.528199e+01  nan
7.057890e+10  2.370840e+01  nan
1.675570e+11  2.216667e+01  nan
4.016600e+11  2.065968e+01  nan
9.715700e+11  1.919028e+01  nan
2.369650e+12  1.776130e+01  nan
5.822740e+12  1.637555e+01  nan
1.440140e+13  1.503576e+01  nan
3.581540e+13  1.374462e+01  nan
8.946210e+13  1.250467e+01  nan
2.241680e+14  1.131834e+01  nan
5.627090e+14  1.018792e+01  nan
1.412940e+15  9.115464e+00  nan
3.543120e+15  8.102852e+00  nan
8.857224e+15  7.151687e+00  nan
2.202998e+16  6.263291e+00  nan
5.440207e+16  5.438664e+00  nan
1.330756e+17  4.678447e+00  nan
3.216407e+17  3.982892e+00  nan
7.660269e+17  3.351820e+00  nan
1.792350e+18  2.784598e+00  nan
4.106752e+18  2.280102e+00  nan
9.181967e+18  1.836703e+00  nan
1.995540e+19  1.452232e+00  nan
4.198050e+19  1.123990e+00  nan
8.509350e+19  8.487341e-01  nan
1.653540e+20  6.226936e-01  nan
3.063270e+20  4.416032e-01  nan
5.376930e+20  3.007505e-01  nan
8.881300e+20  1.950525e-01  nan
1.369800e+21  1.191612e-01  nan
1.955540e+21  6.760390e-02  nan
2.558340e+21  3.496474e-02  nan
3.032440e+21  1.611005e-02  nan
3.217350e+21  6.451453e-03  nan
