3.112440e-06  1.734397e+00  5.480296e+00
3.113540e-06  1.777194e+00  5.484524e+00
3.116850e-06  1.826418e+00  5.497258e+00
3.122420e-06  1.882621e+00  5.518720e+00
3.130290e-06  1.946429e+00  5.549115e+00
3.140530e-06  2.018562e+00  5.588788e+00
3.153170e-06  2.099836e+00  5.637954e+00
3.168280e-06  2.191184e+00  5.697008e+00
3.185920e-06  2.293666e+00  5.766337e+00
3.206160e-06  2.408490e+00  5.846398e+00
3.229070e-06  2.537033e+00  5.937682e+00
3.254730e-06  2.680858e+00  6.040756e+00
3.283210e-06  2.841749e+00  6.156186e+00
3.314610e-06  3.021732e+00  6.284703e+00
3.349020e-06  3.223116e+00  6.427044e+00
3.386550e-06  3.448527e+00  6.584083e+00
3.427300e-06  3.700952e+00  6.756707e+00
3.471410e-06  3.983786e+00  6.946036e+00
3.518990e-06  4.300888e+00  7.153130e+00
3.570190e-06  4.656637e+00  7.379300e+00
3.625160e-06  5.055994e+00  7.625940e+00
3.684060e-06  5.504577e+00  7.894583e+00
3.747070e-06  6.008728e+00  8.186954e+00
3.814390e-06  6.575591e+00  8.504991e+00
3.886230e-06  7.213189e+00  8.850805e+00
3.962810e-06  7.930495e+00  9.226697e+00
4.044380e-06  8.737498e+00  9.635275e+00
4.131220e-06  9.645260e+00  1.007947e+01
4.223620e-06  1.066594e+01  1.056248e+01
4.321890e-06  1.181282e+01  1.108781e+01
4.426390e-06  1.310021e+01  1.165948e+01
4.537500e-06  1.454344e+01  1.228191e+01
4.655640e-06  1.615859e+01  1.296005e+01
4.781270e-06  1.796231e+01  1.369942e+01
4.914880e-06  1.997143e+01  1.450611e+01
5.057020e-06  2.220247e+01  1.538699e+01
5.208290e-06  2.467102e+01  1.634974e+01
5.369350e-06  2.739102e+01  1.740295e+01
5.540920e-06  3.037384e+01  1.855618e+01
5.723780e-06  3.362733e+01  1.982005e+01
5.918820e-06  3.715477e+01  2.120664e+01
6.126980e-06  4.095379e+01  2.272919e+01
6.349330e-06  4.501546e+01  2.440268e+01
6.587020e-06  4.932348e+01  2.624359e+01
6.841340e-06  5.385366e+01  2.827042e+01
7.113700e-06  5.857381e+01  3.050353e+01
7.405690e-06  6.344408e+01  3.296566e+01
7.719020e-06  6.841783e+01  3.568143e+01
8.055640e-06  7.344291e+01  3.867814e+01
8.417690e-06  7.846358e+01  4.198523e+01
8.807540e-06  8.342254e+01  4.563414e+01
9.227840e-06  8.826331e+01  4.965820e+01
9.681550e-06  9.293252e+01  5.409197e+01
1.017200e-05  9.738204e+01  5.897045e+01
1.070280e-05  1.015707e+02  6.432621e+01
1.127820e-05  1.054656e+02  7.019023e+01
1.190280e-05  1.090428e+02  7.658520e+01
1.258190e-05  1.122875e+02  8.352386e+01
1.332130e-05  1.151937e+02  9.100009e+01
1.412760e-05  1.177634e+02  9.898300e+01
1.500850e-05  1.200054e+02  1.074084e+02
1.597240e-05  1.219345e+02  1.161608e+02
1.702900e-05  1.235694e+02  1.250627e+02
1.818930e-05  1.249322e+02  1.338568e+02
1.946590e-05  1.260467e+02  1.421917e+02
2.087310e-05  1.269372e+02  1.496115e+02
2.242730e-05  1.276284e+02  1.555629e+02
2.414740e-05  1.281436e+02  1.594272e+02
2.605500e-05  1.285051e+02  1.605971e+02
2.817510e-05  1.287335e+02  1.586183e+02
3.053660e-05  1.288473e+02  1.534042e+02
3.317290e-05  1.288634e+02  1.455068e+02
3.612300e-05  1.287961e+02  1.363528e+02
3.943190e-05  1.286584e+02  1.282522e+02
4.315270e-05  1.284610e+02  1.238647e+02
4.734710e-05  1.282132e+02  1.248853e+02
5.208770e-05  1.279227e+02  1.302392e+02
5.746010e-05  1.275957e+02  1.353242e+02
6.356520e-05  1.272375e+02  1.348328e+02
7.052260e-05  1.268523e+02  1.292052e+02
7.847430e-05  1.264433e+02  1.265350e+02
8.758970e-05  1.260131e+02  1.300091e+02
9.807120e-05  1.255637e+02  1.294558e+02
1.101610e-04  1.250965e+02  1.262213e+02
1.241530e-04  1.246126e+02  1.283281e+02
1.403980e-04  1.241128e+02  1.255461e+02
1.593250e-04  1.235975e+02  1.264756e+02
1.814550e-04  1.230671e+02  1.253542e+02
2.074210e-04  1.225217e+02  1.242147e+02
2.380030e-04  1.219613e+02  1.235736e+02
2.741590e-04  1.213857e+02  1.231335e+02
3.170720e-04  1.207950e+02  1.225827e+02
